528,429,784,429,784,457,528,457,0.99973303
432,548,912,548,912,577,432,577,0.99971646
464,267,800,267,800,296,464,296,0.99971503
320,23,928,23,928,56,320,56,0.9996871
320,325,752,325,752,351,320,351,0.9996842
320,251,448,251,448,273,320,273,0.9996778
416,59,816,59,816,88,416,88,0.99967396
320,497,496,497,496,522,320,522,0.99967396
320,374,496,374,496,400,320,400,0.9996729
320,425,448,425,448,449,320,449,0.99967086
16,564,352,564,352,592,16,592,0.99966943
368,110,864,110,864,152,368,152,0.9996686
560,372,848,372,848,400,560,400,0.9996685
368,161,848,161,848,210,368,210,0.99965703
560,502,752,502,752,530,560,530,0.9996537
